user,group,device,ip,Login Time,timedelta to previous same user,timedelta to previous same group,timedelta to previous same device,timedelta to previous same ip,timedelta to previous same user-group,timedelta to previous same user-device,timedelta to previous same user-ip,timedelta to previous same group-device,timedelta to previous same group-ip,timedelta to previous same device-ip,timedelta to previous same user-group-device,timedelta to previous same user-group-ip,timedelta to previous same user-device-ip,timedelta to previous same group-device-ip
2,4,30,128,2023-02-11 09:14:11.212370196,63071.613,952.9766,164364.25,63071.613,63071.613,164364.25,63071.613,164364.25,63071.613,164364.25,164364.25,63071.613,164364.25,164364.25
136,10,135,151,2023-02-11 09:14:48.879867786,84936.12,66.618866,84936.12,84936.12,84936.12,84936.12,84936.12,84936.12,84936.12,84936.12,84936.12,84936.12,84936.12,84936.12
121,10,12,141,2023-02-11 09:15:50.564374590,86522.06,61.684505,75566.93,86522.06,86522.06,86522.06,86522.06,86522.06,86522.06,86522.06,86522.06,86522.06,86522.06,86522.06
84,10,109,97,2023-02-11 09:18:42.271624416,86662.69,171.70724,86662.69,86662.69,86662.69,86662.69,86662.69,86662.69,86662.69,86662.69,86662.69,86662.69,86662.69,86662.69
59,10,119,62,2023-02-11 09:19:18.076221393,1178.121,35.804596,4927.679,1178.121,1178.121,,1178.121,423613.03,1178.121,,,1178.121,,
43,8,124,58,2023-02-11 09:19:35.261508690,120125.516,761.10785,73363.19,120125.516,120125.516,120125.516,120125.516,120125.516,120125.516,120125.516,120125.516,120125.516,120125.516,120125.516
143,10,28,142,2023-02-11 09:21:42.571103274,3585.646,144.49489,88397.61,3585.646,3585.646,88397.61,3585.646,88397.61,3585.646,88397.61,88397.61,3585.646,88397.61,88397.61
138,8,99,18,2023-02-11 09:23:20.310449403,3648.198,225.04893,3648.198,3648.198,3648.198,3648.198,3648.198,3648.198,3648.198,3648.198,3648.198,3648.198,3648.198,3648.198
115,3,156,23,2023-02-11 09:24:37.437569910,159607.4,680.53644,64559.14,159607.4,159607.4,159607.4,159607.4,159607.4,159607.4,159607.4,159607.4,159607.4,159607.4,159607.4
40,3,18,88,2023-02-11 09:26:05.414517450,75245.41,87.976944,75245.41,75245.41,75245.41,75245.41,75245.41,75245.41,75245.41,75245.41,75245.41,75245.41,75245.41,75245.41
60,10,102,2,2023-02-11 09:29:38.544695718,82873.73,475.9736,90023.875,82873.73,82873.73,90023.875,82873.73,90023.875,82873.73,90023.875,90023.875,82873.73,90023.875,90023.875
135,9,84,112,2023-02-11 09:31:35.125198902,3388.4834,2944.5583,89394.18,3388.4834,3388.4834,89394.18,3388.4834,89394.18,3388.4834,89394.18,89394.18,3388.4834,89394.18,89394.18
97,2,72,120,2023-02-11 09:35:28.273355034,65209.977,4597.7876,75816.2,65209.977,65209.977,75816.2,65209.977,75816.2,65209.977,75816.2,75816.2,65209.977,75816.2,75816.2
104,7,11,44,2023-02-11 09:38:12.313307193,3724.9458,3724.9458,2888.778,3724.9458,3724.9458,1403223.2,3724.9458,302954.97,3724.9458,1403223.2,1403223.2,3724.9458,1403223.2,1403223.2
18,1,136,56,2023-02-11 09:38:31.621904827,3739.0698,1634.4811,3739.0698,3739.0698,3739.0698,3739.0698,3739.0698,3739.0698,3739.0698,3739.0698,3739.0698,3739.0698,3739.0698,3739.0698
41,3,76,132,2023-02-11 09:39:15.653362697,165355.45,790.23883,84466.76,165355.45,165355.45,165355.45,165355.45,84466.76,165355.45,165355.45,165355.45,165355.45,165355.45,165355.45
112,3,40,71,2023-02-11 09:40:02.077911558,6134.5713,46.42455,6134.5713,6134.5713,6134.5713,6134.5713,6134.5713,6134.5713,6134.5713,6134.5713,6134.5713,6134.5713,6134.5713,6134.5713
91,2,96,61,2023-02-11 09:42:14.356778514,174690.78,406.08344,174690.78,174690.78,174690.78,174690.78,174690.78,174690.78,174690.78,174690.78,174690.78,174690.78,174690.78,174690.78
121,10,120,141,2023-02-11 09:42:22.877500569,1592.3131,764.3328,11021.986,1592.3131,1592.3131,163501.42,1592.3131,61677.617,1592.3131,163501.42,163501.42,1592.3131,163501.42,163501.42
1,3,168,31,2023-02-11 09:42:34.618695708,1757.7175,152.54079,1757.7175,1757.7175,1757.7175,1757.7175,1757.7175,1757.7175,1757.7175,1757.7175,1757.7175,1757.7175,1757.7175,1757.7175
60,10,102,2,2023-02-11 09:42:57.435110683,798.89044,34.55761,798.89044,798.89044,798.89044,798.89044,798.89044,798.89044,798.89044,798.89044,798.89044,798.89044,798.89044,798.89044
114,10,5,150,2023-02-11 09:51:05.155219758,68095.2,487.72012,5534.6694,68095.2,68095.2,77538.92,68095.2,77538.92,68095.2,77538.92,77538.92,68095.2,77538.92,77538.92
106,3,11,125,2023-02-11 09:51:22.675832594,3016.8408,528.0571,790.36255,3016.8408,3016.8408,,3016.8408,3679.1406,3016.8408,,,3016.8408,,
70,1,44,63,2023-02-11 09:54:57.111670576,2619.971,985.48975,4093.008,2619.971,2619.971,370703.0,2619.971,21662.828,2619.971,370703.0,370703.0,2619.971,370703.0,370703.0
89,10,142,103,2023-02-11 10:05:24.741543495,5794.45,859.5863,5794.45,5794.45,5794.45,5794.45,5794.45,5794.45,5794.45,5794.45,5794.45,5794.45,5794.45,5794.45
40,3,44,88,2023-02-11 10:05:56.706949826,2391.2925,874.0311,659.5953,2391.2925,2391.2925,270434.84,2391.2925,64144.656,2391.2925,270434.84,270434.84,2391.2925,270434.84,270434.84
138,8,99,18,2023-02-11 10:05:59.698462086,2559.388,2559.388,2559.388,2559.388,2559.388,2559.388,2559.388,2559.388,2559.388,2559.388,2559.388,2559.388,2559.388,2559.388
95,3,130,86,2023-02-11 10:06:28.864345740,4452.848,32.157394,64958.98,4452.848,4452.848,64958.98,4452.848,64958.98,4452.848,64958.98,64958.98,4452.848,64958.98,64958.98
70,1,113,63,2023-02-11 10:07:55.991035113,778.8794,778.8794,3538.8694,778.8794,778.8794,428941.84,778.8794,20820.342,778.8794,428941.84,428941.84,778.8794,428941.84,428941.84
135,9,169,112,2023-02-11 10:17:07.573670416,2732.4485,2732.4485,5091.5576,2732.4485,2732.4485,1121263.2,2732.4485,431544.9,2732.4485,1121263.2,1121263.2,2732.4485,1121263.2,1121263.2
132,10,10,39,2023-02-11 10:18:11.550816428,7302.261,766.80927,21893.244,7302.261,7302.261,,7302.261,85786.734,7302.261,,,7302.261,,
55,10,2,96,2023-02-11 10:19:06.585519139,7965.8203,55.034702,6239.944,7965.8203,7965.8203,2159202.8,7965.8203,76423.71,7965.8203,2159202.8,2159202.8,7965.8203,2159202.8,2159202.8
94,1,116,45,2023-02-11 10:23:29.270965564,9057.092,933.2799,9057.092,9057.092,9057.092,9057.092,9057.092,9057.092,9057.092,9057.092,9057.092,9057.092,9057.092,9057.092
9,10,89,54,2023-02-11 10:28:21.063375427,6640.859,554.47784,6640.859,6640.859,6640.859,6640.859,6640.859,6640.859,6640.859,6640.859,6640.859,6640.859,6640.859,6640.859
131,4,171,84,2023-02-11 10:30:52.646645063,6990.321,4601.434,6990.321,6990.321,6990.321,6990.321,6990.321,6990.321,6990.321,6990.321,6990.321,6990.321,6990.321,6990.321
54,3,64,98,2023-02-11 10:34:27.359798341,65513.41,1678.4955,18446.662,65513.41,65513.41,87229.32,65513.41,80212.15,65513.41,87229.32,87229.32,65513.41,87229.32,87229.32
102,3,10,67,2023-02-11 10:34:56.113947383,9175.801,28.754148,1004.5631,9175.801,9175.801,1040553.2,9175.801,83621.71,9175.801,1040553.2,1040553.2,9175.801,1040553.2,1040553.2
128,3,93,107,2023-02-11 10:43:46.541149224,80836.914,530.4272,80836.914,80836.914,80836.914,80836.914,80836.914,80836.914,80836.914,80836.914,80836.914,80836.914,80836.914,80836.914
60,10,115,2,2023-02-11 10:47:57.538967289,3900.1038,1176.4756,5800.398,3900.1038,3900.1038,1804856.6,3900.1038,6205.774,3900.1038,1804856.6,1804856.6,3900.1038,1804856.6,1804856.6
55,10,56,96,2023-02-11 10:50:36.803616500,1890.2181,159.26465,9209.301,1890.2181,1890.2181,,1890.2181,9209.301,1890.2181,,,1890.2181,,
143,10,28,142,2023-02-11 10:54:39.590832049,5577.0195,242.78722,5577.0195,5577.0195,5577.0195,5577.0195,5577.0195,5577.0195,5577.0195,5577.0195,5577.0195,5577.0195,5577.0195,5577.0195
137,8,77,117,2023-02-11 10:55:17.294079163,6503.1406,2957.5957,8868.421,6503.1406,6503.1406,893685.06,6503.1406,893685.06,6503.1406,893685.06,893685.06,6503.1406,893685.06,893685.06
74,3,43,80,2023-02-11 10:55:53.660806314,6699.928,727.1196,6699.928,6699.928,6699.928,6699.928,6699.928,6699.928,6699.928,6699.928,6699.928,6699.928,6699.928,6699.928
104,7,120,44,2023-02-11 10:59:09.953802844,4857.6406,4857.6406,4607.076,4857.6406,4857.6406,689072.1,4857.6406,15629.0625,4857.6406,689072.1,689072.1,4857.6406,689072.1,689072.1
94,1,113,45,2023-02-11 10:59:26.423706013,2157.1528,2157.1528,3090.4326,2157.1528,2157.1528,551882.3,2157.1528,3090.4326,2157.1528,551882.3,551882.3,2157.1528,551882.3,551882.3
93,2,113,72,2023-02-11 10:59:30.486602621,9640.001,4636.13,4.0628967,9640.001,9640.001,1642642.5,9640.001,244490.25,9640.001,1642642.5,1642642.5,9640.001,1642642.5,1642642.5
130,10,92,121,2023-02-11 11:01:09.318644000,9585.163,389.7278,9585.163,9585.163,9585.163,9585.163,9585.163,9585.163,9585.163,9585.163,9585.163,9585.163,9585.163,9585.163
62,3,10,144,2023-02-11 11:03:21.061478825,8992.86,447.40067,1704.9475,8992.86,8992.86,1809103.9,8992.86,1704.9475,8992.86,1809103.9,1809103.9,8992.86,1809103.9,1809103.9
135,9,84,112,2023-02-11 11:08:57.110776465,3109.537,3109.537,5841.9854,3109.537,3109.537,5841.9854,3109.537,5841.9854,3109.537,5841.9854,5841.9854,3109.537,5841.9854,5841.9854
72,3,41,114,2023-02-11 11:12:59.786409266,10013.367,578.7249,10013.367,10013.367,10013.367,10013.367,10013.367,10013.367,10013.367,10013.367,10013.367,10013.367,10013.367,10013.367
113,3,118,73,2023-02-11 11:13:27.491232865,11084.1875,27.704824,11084.1875,11084.1875,11084.1875,11084.1875,11084.1875,11084.1875,11084.1875,11084.1875,11084.1875,11084.1875,11084.1875,11084.1875
40,3,18,88,2023-02-11 11:13:44.540896924,4067.834,17.049664,6459.1265,4067.834,4067.834,6459.1265,4067.834,6459.1265,4067.834,6459.1265,6459.1265,4067.834,6459.1265,6459.1265
129,9,10,15,2023-02-11 11:14:16.822132044,9106.255,319.71136,655.7607,9106.255,9106.255,357465.47,9106.255,163302.27,9106.255,357465.47,357465.47,9106.255,357465.47,357465.47
145,3,105,40,2023-02-11 11:20:19.912570104,9893.796,395.37167,9893.796,9893.796,9893.796,9893.796,9893.796,9893.796,9893.796,9893.796,9893.796,9893.796,9893.796,9893.796
63,3,88,11,2023-02-11 11:25:52.850693377,10453.769,332.9381,10453.769,10453.769,10453.769,10453.769,10453.769,10453.769,10453.769,10453.769,10453.769,10453.769,10453.769,10453.769
104,7,44,44,2023-02-11 11:32:16.202031003,1986.2482,1986.2482,5179.495,1986.2482,1986.2482,1810626.9,1986.2482,253169.52,1986.2482,1810626.9,1810626.9,1986.2482,1810626.9,1810626.9
28,3,115,9,2023-02-11 11:34:34.420890797,11793.581,521.5702,2796.8818,11793.581,11793.581,93420.21,11793.581,86211.18,11793.581,93420.21,93420.21,11793.581,93420.21,93420.21
29,3,169,115,2023-02-11 11:35:45.466632025,11553.377,71.04574,4717.893,11553.377,11553.377,2851720.5,11553.377,9809.45,11553.377,2851720.5,2851720.5,11553.377,2851720.5,2851720.5
144,10,56,149,2023-02-11 11:37:27.389723906,12019.887,2178.071,2810.5862,12019.887,12019.887,12019.887,12019.887,2810.5862,12019.887,12019.887,12019.887,12019.887,12019.887,12019.887
120,3,129,16,2023-02-11 11:38:59.257422913,10194.481,193.79079,10194.481,10194.481,10194.481,10194.481,10194.481,10194.481,10194.481,10194.481,10194.481,10194.481,10194.481,10194.481
22,10,2,3,2023-02-11 11:41:35.330156622,12671.008,247.94043,4948.7446,12671.008,12671.008,853977.25,12671.008,4948.7446,12671.008,853977.25,853977.25,12671.008,853977.25,853977.25
68,8,169,93,2023-02-11 11:41:47.592579091,13389.685,2790.2986,362.12595,13389.685,13389.685,1362990.0,13389.685,30662.201,13389.685,1362990.0,1362990.0,13389.685,1362990.0,1362990.0
2,4,30,128,2023-02-11 11:42:05.137035036,8873.925,4272.49,8873.925,8873.925,8873.925,8873.925,8873.925,8873.925,8873.925,8873.925,8873.925,8873.925,8873.925,8873.925
14,10,169,123,2023-02-11 11:46:24.202142809,9712.437,288.87198,276.60956,9712.437,9712.437,76580.89,9712.437,76580.89,9712.437,76580.89,76580.89,9712.437,76580.89,76580.89
141,6,64,34,2023-02-11 11:48:10.474459960,10119.7705,10119.7705,4423.1147,10119.7705,10119.7705,236490.67,10119.7705,141207.38,10119.7705,236490.67,236490.67,10119.7705,236490.67,236490.67
128,3,93,107,2023-02-11 11:49:05.002775393,3918.4617,605.74536,3918.4617,3918.4617,3918.4617,3918.4617,3918.4617,3918.4617,3918.4617,3918.4617,3918.4617,3918.4617,3918.4617,3918.4617
40,3,10,88,2023-02-11 11:50:17.553955233,2193.013,72.55118,2160.732,2193.013,2193.013,251091.73,2193.013,2816.4924,2193.013,251091.73,251091.73,2193.013,251091.73,251091.73
102,3,113,67,2023-02-11 11:52:05.877955054,4629.764,108.324,3155.3914,4629.764,4629.764,692131.3,4629.764,9788.757,4629.764,692131.3,692131.3,4629.764,692131.3,692131.3
93,2,169,72,2023-02-11 11:55:09.761752231,3339.2751,3339.2751,525.55963,3339.2751,3339.2751,1128321.0,3339.2751,537201.6,3339.2751,1128321.0,1128321.0,3339.2751,1128321.0,1128321.0
135,9,44,112,2023-02-11 11:56:28.210037201,2851.0994,2531.388,1452.008,2851.0994,2851.0994,86473.33,2851.0994,86473.33,2851.0994,86473.33,86473.33,2851.0994,86473.33,86473.33
112,3,40,71,2023-02-11 11:58:35.946168673,8313.868,390.0682,8313.868,8313.868,8313.868,8313.868,8313.868,8313.868,8313.868,8313.868,8313.868,8313.868,8313.868,8313.868
91,2,169,61,2023-02-11 12:01:41.128242137,8366.771,391.3665,391.3665,8366.771,8366.771,941526.7,8366.771,391.3665,8366.771,941526.7,941526.7,8366.771,941526.7,941526.7
17,3,10,124,2023-02-11 12:02:27.191378295,12165.437,231.24521,729.63745,12165.437,12165.437,526189.1,12165.437,729.63745,12165.437,526189.1,526189.1,12165.437,526189.1,526189.1
116,3,113,20,2023-02-11 12:04:19.462632965,14829.065,112.271255,733.58466,14829.065,14829.065,683084.56,14829.065,733.58466,14829.065,683084.56,683084.56,14829.065,683084.56,683084.56
148,10,2,19,2023-02-11 12:11:19.991401234,13660.412,1495.7893,1784.6613,13660.412,13660.412,953255.25,13660.412,1784.6613,13660.412,953255.25,953255.25,13660.412,953255.25,953255.25
141,6,169,34,2023-02-11 12:18:41.129811128,1830.6554,1830.6554,1020.0016,1830.6554,1830.6554,873470.7,1830.6554,600386.1,1830.6554,873470.7,873470.7,1830.6554,873470.7,873470.7
55,10,6,96,2023-02-11 12:25:00.776389613,5663.9727,820.785,15520.012,5663.9727,5663.9727,15520.012,5663.9727,15520.012,5663.9727,15520.012,15520.012,5663.9727,15520.012,15520.012
45,3,163,57,2023-02-11 12:25:22.519765258,14016.111,1263.0571,14016.111,14016.111,14016.111,14016.111,14016.111,14016.111,14016.111,14016.111,14016.111,14016.111,14016.111,14016.111
58,10,169,116,2023-02-11 12:28:32.193248226,13308.09,211.41685,591.0634,13308.09,13308.09,954142.0,13308.09,2527.9912,13308.09,954142.0,954142.0,13308.09,954142.0,954142.0
95,3,130,86,2023-02-11 12:28:51.849305632,8542.985,209.32954,8542.985,8542.985,8542.985,8542.985,8542.985,8542.985,8542.985,8542.985,8542.985,8542.985,8542.985,8542.985
18,1,136,56,2023-02-11 12:30:13.460027890,10301.838,5447.036,10301.838,10301.838,10301.838,10301.838,10301.838,10301.838,10301.838,10301.838,10301.838,10301.838,10301.838,10301.838
129,9,11,15,2023-02-11 12:32:51.265981113,4714.444,2183.056,9688.59,4714.444,4714.444,524800.9,4714.444,524800.9,4714.444,524800.9,524800.9,4714.444,524800.9,524800.9
141,6,64,34,2023-02-11 12:33:39.340155877,898.2103,898.2103,2728.8657,898.2103,898.2103,2728.8657,898.2103,2728.8657,898.2103,2728.8657,2728.8657,898.2103,2728.8657,2728.8657
130,10,92,121,2023-02-11 12:39:48.784650587,5919.466,676.59143,5919.466,5919.466,5919.466,5919.466,5919.466,5919.466,5919.466,5919.466,5919.466,5919.466,5919.466,5919.466
137,8,64,117,2023-02-11 12:40:47.174230214,6329.8804,3539.5815,427.83408,6329.8804,6329.8804,109911.945,6329.8804,62108.33,6329.8804,109911.945,109911.945,6329.8804,109911.945,109911.945
114,10,115,150,2023-02-11 12:42:00.181999516,10255.026,131.39735,4045.7612,10255.026,10255.026,,10255.026,6842.643,10255.026,,,10255.026,,
43,8,10,58,2023-02-11 12:42:40.876164898,12185.614,113.701935,2413.6848,12185.614,12185.614,1211588.9,12185.614,30562.57,12185.614,1211588.9,1211588.9,12185.614,1211588.9,1211588.9
129,9,11,15,2023-02-11 12:42:59.427018001,608.161,608.161,608.161,608.161,608.161,608.161,608.161,608.161,608.161,608.161,608.161,608.161,608.161,608.161
106,3,120,125,2023-02-11 12:43:52.706608661,10350.031,900.8573,6282.753,10350.031,10350.031,,10350.031,77102.35,10350.031,,,10350.031,,
17,3,11,124,2023-02-11 12:45:16.656421373,2569.465,83.949814,137.2294,2569.465,2569.465,248026.19,2569.465,10433.98,2569.465,248026.19,248026.19,2569.465,248026.19,248026.19
26,3,120,33,2023-02-11 12:46:04.714604831,15430.347,48.05818,132.008,15430.347,15430.347,946059.9,15430.347,132.008,15430.347,946059.9,946059.9,15430.347,946059.9,946059.9
95,3,130,86,2023-02-11 12:47:37.392568670,1125.5432,92.67796,1125.5432,1125.5432,1125.5432,1125.5432,1125.5432,1125.5432,1125.5432,1125.5432,1125.5432,1125.5432,1125.5432,1125.5432
64,10,60,113,2023-02-11 12:48:49.262790705,15321.934,409.08078,15321.934,15321.934,15321.934,15321.934,15321.934,15321.934,15321.934,15321.934,15321.934,15321.934,15321.934,15321.934
78,10,11,55,2023-02-11 12:48:54.348880866,16877.184,5.08609,217.69246,16877.184,16877.184,1569111.4,16877.184,91579.14,16877.184,1569111.4,1569111.4,16877.184,1569111.4,1569111.4
38,5,89,129,2023-02-11 12:49:17.910200085,17731.408,17731.408,8456.847,17731.408,17731.408,,17731.408,,17731.408,,,17731.408,,
62,3,64,144,2023-02-11 12:50:29.168041902,6428.1064,171.77547,581.99384,6428.1064,6428.1064,1994099.4,6428.1064,8161.808,6428.1064,1994099.4,1994099.4,6428.1064,1994099.4,1994099.4
115,3,83,23,2023-02-11 12:50:29.734651224,12352.297,0.5666093,17084.305,12352.297,12352.297,,12352.297,594932.5,12352.297,,,12352.297,,
135,9,115,112,2023-02-11 12:52:13.228214014,3345.018,553.8012,613.0462,3345.018,3345.018,79697.266,3345.018,79697.266,3345.018,79697.266,79697.266,3345.018,79697.266,79697.266
93,2,81,72,2023-02-11 12:52:25.333368060,3435.5715,3044.205,44431.535,3435.5715,3435.5715,,3435.5715,,3435.5715,,,3435.5715,,
42,3,153,37,2023-02-11 12:54:35.292455191,16212.9,245.5578,16212.9,16212.9,16212.9,16212.9,16212.9,16212.9,16212.9,16212.9,16212.9,16212.9,16212.9,16212.9
109,3,44,7,2023-02-11 12:57:02.025754651,17993.084,146.7333,3633.8157,17993.084,17993.084,74409.98,17993.084,10265.318,17993.084,74409.98,74409.98,17993.084,74409.98,74409.98
14,10,77,123,2023-02-11 13:00:01.341294491,4417.139,666.99243,7484.0474,4417.139,4417.139,16352.468,4417.139,16352.468,4417.139,16352.468,16352.468,4417.139,16352.468,16352.468
17,3,169,124,2023-02-11 13:00:32.459335686,915.8029,210.43358,1920.2661,915.8029,915.8029,783667.0,915.8029,5086.9927,915.8029,783667.0,783667.0,915.8029,783667.0,783667.0
90,10,139,87,2023-02-11 13:03:07.818908348,14969.561,186.47762,14969.561,14969.561,14969.561,14969.561,14969.561,14969.561,14969.561,14969.561,14969.561,14969.561,14969.561,14969.561
148,10,120,19,2023-02-11 13:04:00.759508738,3160.768,52.9406,1076.0449,3160.768,3160.768,2258530.8,3160.768,12097.882,3160.768,2258530.8,2258530.8,3160.768,2258530.8,2258530.8
98,3,154,156,2023-02-11 13:08:14.486596187,16927.781,462.02725,16927.781,16927.781,16927.781,16927.781,16927.781,16927.781,16927.781,16927.781,16927.781,16927.781,16927.781,16927.781
91,2,113,61,2023-02-11 13:08:52.585591998,4031.4573,987.2522,3873.123,4031.4573,4031.4573,961226.5,4031.4573,7762.099,4031.4573,961226.5,961226.5,4031.4573,961226.5,961226.5
106,3,115,125,2023-02-11 13:08:58.732008381,1506.0254,44.24541,1005.5038,1506.0254,1506.0254,350499.66,1506.0254,5664.311,1506.0254,350499.66,350499.66,1506.0254,350499.66,350499.66
38,5,117,129,2023-02-11 13:11:45.744472621,1347.8342,1347.8342,18876.803,1347.8342,1347.8342,,1347.8342,,1347.8342,,,1347.8342,,
42,3,153,37,2023-02-11 13:18:24.291125108,1428.9987,565.55914,1428.9987,1428.9987,1428.9987,1428.9987,1428.9987,1428.9987,1428.9987,1428.9987,1428.9987,1428.9987,1428.9987,1428.9987
135,9,2,112,2023-02-11 13:19:34.230194484,1641.002,1641.002,4094.2388,1641.002,1641.002,17067.588,1641.002,17067.588,1641.002,17067.588,17067.588,1641.002,17067.588,17067.588
11,3,120,94,2023-02-11 13:19:56.955508543,19657.105,92.66438,956.196,19657.105,19657.105,181698.66,19657.105,2032.2408,19657.105,181698.66,181698.66,19657.105,181698.66,181698.66
142,8,11,89,2023-02-11 13:21:17.373490074,15469.75,2316.4973,1943.0247,15469.75,15469.75,725462.1,15469.75,35768.367,15469.75,725462.1,725462.1,15469.75,725462.1,725462.1
148,10,10,19,2023-02-11 13:24:11.189265321,1210.4298,1210.4298,2490.313,1210.4298,1210.4298,1994345.4,1210.4298,11159.639,1210.4298,1994345.4,1994345.4,1210.4298,1994345.4,1994345.4
141,6,36,34,2023-02-11 13:26:31.553740721,3172.2136,3172.2136,16587.02,3172.2136,3172.2136,,3172.2136,1483248.9,3172.2136,,,3172.2136,,
51,10,47,59,2023-02-11 13:27:19.139277982,18824.3,187.95001,18824.3,18824.3,18824.3,18824.3,18824.3,18824.3,18824.3,18824.3,18824.3,18824.3,18824.3,18824.3
109,3,115,7,2023-02-11 13:28:49.957938599,1907.9321,533.00244,1191.226,1907.9321,1907.9321,2943839.2,1907.9321,1191.226,1907.9321,2943839.2,2943839.2,1907.9321,2943839.2,2943839.2
121,10,64,141,2023-02-11 13:35:58.430680555,14015.553,519.2914,2729.2627,14015.553,14015.553,176604.17,14015.553,84338.53,14015.553,176604.17,176604.17,14015.553,176604.17,176604.17
60,10,113,2,2023-02-11 13:36:54.276652618,10136.737,55.845974,1681.691,10136.737,10136.737,,10136.737,162164.11,10136.737,,,10136.737,,
135,9,113,112,2023-02-11 13:39:50.326434348,1216.0962,1216.0962,176.04977,1216.0962,1216.0962,165444.02,1216.0962,17839.76,1216.0962,165444.02,165444.02,1216.0962,165444.02,165444.02
87,3,9,105,2023-02-11 13:47:13.828730140,18744.393,1103.8708,81334.125,18744.393,18744.393,2592997.2,18744.393,81334.125,18744.393,2592997.2,2592997.2,18744.393,2592997.2,2592997.2
92,10,132,1,2023-02-11 13:49:31.086945100,20571.291,756.8103,193105.38,20571.291,20571.291,,20571.291,1231702.1,20571.291,,,20571.291,,
104,7,44,44,2023-02-11 13:51:59.853632217,8383.651,8383.651,3297.828,8383.651,8383.651,8383.651,8383.651,8383.651,8383.651,8383.651,8383.651,8383.651,8383.651,8383.651
109,3,117,7,2023-02-11 13:56:02.397634305,1632.4397,528.5689,2656.653,1632.4397,1632.4397,21533.455,1632.4397,21533.455,1632.4397,21533.455,21533.455,1632.4397,21533.455,21533.455
33,3,120,133,2023-02-11 14:01:45.625052720,17568.504,343.22742,2508.6694,17568.504,17568.504,2604272.0,17568.504,2508.6694,17568.504,2604272.0,2604272.0,17568.504,2604272.0,2604272.0
84,10,64,97,2023-02-11 14:01:48.815535078,16986.543,737.7286,1550.3849,16986.543,16986.543,786640.75,16986.543,1550.3849,16986.543,786640.75,786640.75,16986.543,786640.75,786640.75
91,2,75,61,2023-02-11 14:01:50.507452743,3177.9219,3177.9219,90138.91,3177.9219,3177.9219,2083062.4,3177.9219,877975.56,3177.9219,2083062.4,2083062.4,3177.9219,2083062.4,2083062.4
106,3,169,125,2023-02-11 14:03:29.247685867,3270.5156,103.622635,3776.7883,3270.5156,3270.5156,608749.5,3270.5156,3776.7883,3270.5156,608749.5,608749.5,3270.5156,608749.5,608749.5
93,2,53,72,2023-02-11 14:04:07.529718985,4302.1963,137.02226,21223.207,4302.1963,4302.1963,,4302.1963,,4302.1963,,,4302.1963,,
141,6,44,34,2023-02-11 14:08:19.514632925,2507.961,2507.961,979.661,2507.961,2507.961,1096478.8,2507.961,153660.25,2507.961,1096478.8,1096478.8,2507.961,1096478.8,1096478.8
81,10,169,152,2023-02-11 14:08:28.576507525,20477.576,399.761,299.32883,20477.576,20477.576,2947048.8,20477.576,5996.3833,20477.576,2947048.8,2947048.8,20477.576,2947048.8,2947048.8
107,8,64,25,2023-02-11 14:15:21.140351956,20127.693,3243.7668,812.3248,20127.693,20127.693,67782.3,20127.693,5673.9663,20127.693,67782.3,67782.3,20127.693,67782.3,67782.3
93,2,91,72,2023-02-11 14:33:35.791312970,1768.2616,1768.2616,23868.93,1768.2616,1768.2616,23868.93,1768.2616,23868.93,1768.2616,23868.93,23868.93,1768.2616,23868.93,23868.93
48,3,25,146,2023-02-11 14:35:26.435448536,22198.39,1917.1877,22198.39,22198.39,22198.39,22198.39,22198.39,22198.39,22198.39,22198.39,22198.39,22198.39,22198.39,22198.39
89,10,142,103,2023-02-11 14:38:01.548162566,16356.807,1772.9717,16356.807,16356.807,16356.807,16356.807,16356.807,16356.807,16356.807,16356.807,16356.807,16356.807,16356.807,16356.807
116,3,120,20,2023-02-11 14:38:45.061168818,9265.599,198.62572,2219.436,9265.599,9265.599,,9265.599,2219.436,9265.599,,,9265.599,,
45,3,44,57,2023-02-11 14:40:23.784042398,8101.264,98.72287,1924.2694,8101.264,8101.264,527607.56,8101.264,6201.7583,8101.264,527607.56,527607.56,8101.264,527607.56,527607.56
74,3,11,80,2023-02-11 14:42:17.814026911,13584.153,114.02998,4860.4404,13584.153,13584.153,2074816.6,13584.153,7021.1577,13584.153,2074816.6,2074816.6,13584.153,2074816.6,2074816.6
129,9,10,15,2023-02-11 14:43:39.014902827,7239.588,3828.6885,4767.8257,7239.588,7239.588,12562.192,7239.588,12562.192,7239.588,12562.192,12562.192,7239.588,12562.192,12562.192
55,10,134,96,2023-02-11 14:43:47.481080112,8326.705,345.93292,21320.545,8326.705,8326.705,,8326.705,1052182.2,8326.705,,,8326.705,,
106,3,2,125,2023-02-11 14:44:35.195538495,2465.9478,137.38152,5100.9653,2465.9478,2465.9478,358626.12,2465.9478,81547.8,2465.9478,358626.12,358626.12,2465.9478,358626.12,358626.12
93,2,169,72,2023-02-11 14:46:13.890269849,758.09894,758.09894,2265.3137,758.09894,758.09894,10264.129,758.09894,9872.762,758.09894,10264.129,10264.129,758.09894,10264.129,10264.129
23,8,143,100,2023-02-11 14:47:56.141322511,68143.27,1955.001,24018.975,68143.27,68143.27,,68143.27,,68143.27,,,68143.27,,
